,Property_ID,Property_Name,Property_Type,Property_Purpose,Baths,Bedrooms,City,Property_Location,Area,Area_Name,Properity_Price,Date_Added
15,House 43027977,8 Marla Designer House For Sale in C1 Block Multi Gardens B17 Islamabad,House,For Sale,6,5,Islamabad,"B-17, Islamabad, Islamabad Capital",8 ,B-17,30000000,22/12/2022
16,House 43027508,Modern 35x70 Brand New House For Sale In G 13,House,For Sale,6,7,Islamabad,"G-13, Islamabad, Islamabad Capital",10.9 ,G-13,60000000,22/12/2022
17,House 43026906,Luxury 30x60 Brand New House For Sale In G 13,House,For Sale,6,5,Islamabad,"G-13, Islamabad, Islamabad Capital",8 ,G-13,50000000,22/12/2022
18,House 41102293,Architectural Modern House For Sale,House,For Sale,5,4,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",10 ,DHA Defence,60000000,26/12/2022
19,House 42979066,Brand New Double Storey House Is Available For Sale,House,For Sale,5,5,Islamabad,"I-11, Islamabad, Islamabad Capital",7 ,I-11,50000000,26/12/2022
20,House 42549962,F10 House 1022 Sq Yards Corner For Sale,House,For Sale,6,10,Islamabad,"F-10, Islamabad, Islamabad Capital",40.0,F-10,260000000,27/12/2022
21,House 42589831,F10-  House For Sale,House,For Sale,6,6,Islamabad,"F-10, Islamabad, Islamabad Capital",24.0,F-10,140000000,27/12/2022
22,House 42741376,House Of 6597 Square Feet In F-10 Is Available,House,For Sale,6,8,Islamabad,"F-10, Islamabad, Islamabad Capital",30.0,F-10,210000000,27/12/2022
23,House 42134079,D-12/2 New House For Sale,House,For Sale,-,8,Islamabad,"D-12, Islamabad, Islamabad Capital",24.0,D-12,180000000,27/12/2022
24,House 42550582,F10 New House For Sale,House,For Sale,6,10,Islamabad,"F-10, Islamabad, Islamabad Capital",24.0,F-10,220000000,27/12/2022
25,House 41541542,"4 Marla House For Sale In Pindorian, Islamabad",House,For Sale,3,2,Islamabad,"Pindorian, Islamabad, Islamabad Capital",4 ,Pindorian,5200000,28/12/2022
26,House 41542309,4 Marla Storey House House For Sale On Sudran Tarlai Lehtrar Road Islamabad,House,For Sale,2,2,Islamabad,"Tarlai, Islamabad, Islamabad Capital",4 ,Tarlai,5500000,28/12/2022
27,House 43188218,10 Marla Corner House For Sale With Extra Land Main Double Road In G-13 Islamabad,House,For Sale,8,7,Islamabad,"G-13, Islamabad, Islamabad Capital",10 ,G-13,70000000,28/12/2022
28,House 43188212,F11 House 5beds Kitchen 2 Price 13 Core 25 Lac Not Real Pic,House,For Sale,5,5,Islamabad,"F-11, Islamabad, Islamabad Capital",20.0,F-11,140000000,28/12/2022
29,House 43188172,7 Marla House For Sale In G-13 Islamabad,House,For Sale,6,5,Islamabad,"G-13, Islamabad, Islamabad Capital",7 ,G-13,50000000,28/12/2022
30,House 43188077,7 Marla House For Sale In G-13 Islamabad,House,For Sale,6,5,Islamabad,"G-13, Islamabad, Islamabad Capital",7 ,G-13,50000000,28/12/2022
31,House 43065513,1 Kanal Designer House for Sale (Urgent Basis) on Investor Rate in DHA 2 Sector H Islamabad,House,For Sale,6,6,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",20.0,DHA Defence,90000000,28/12/2022
32,House 43065224,1 Kanal Designer House For Sale (urgent Basis) On Investor Rate In Dha 2 Sector A Islamabad,House,For Sale,6,6,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",20.0,DHA Defence,80000000,28/12/2022
33,House 42549709,F10 Full House 4 Beds Marble Floor Rent 2lac 20thousand,House,For Rent,4,4,Islamabad,"F-10, Islamabad, Islamabad Capital",16 ,F-10,300000,25/12/2022
34,House 43010083,Fully Furnished House  G-13,House,For Rent,3,2,Islamabad,"G-13, Islamabad, Islamabad Capital",4.4 ,G-13,80000,24/12/2022
35,House 43044548,Beautiful 1 Kanal House G-13,House,For Rent,6,7,Islamabad,"G-13, Islamabad, Islamabad Capital",20.0,G-13,300000,24/12/2022
36,House 43056507,House For Rent,House,For Rent,6,5,Islamabad,"F-7, Islamabad, Islamabad Capital",20.0,F-7,600000,24/12/2022
37,House 42854365,House For Rent,House,For Rent,6,5,Islamabad,"F-8, Islamabad, Islamabad Capital",20.0,F-8,500000,24/12/2022
38,House 42907363,House For Rent Only Foreigners,House,For Rent,5,4,Islamabad,"F-8, Islamabad, Islamabad Capital",20.0,F-8,700000,24/12/2022
39,House 43116933,Elegant Huge Fully Furnished Unit On Prime Location,House,For Rent,4,3,Islamabad,"F-7, Islamabad, Islamabad Capital",18.7 ,F-7,1000000,24/12/2022
40,House 42288513,Brand New House Available For Rent,House,For Rent,3,3,Islamabad,"Top City 1, Islamabad, Islamabad Capital",10 ,Top City 1,55000,24/12/2022
41,House 42676421,"Beautiful, Modern Villa For Rent",House,For Rent,6,5,Islamabad,"Top City 1, Islamabad, Islamabad Capital",10 ,Top City 1,200000,24/12/2022
42,House 42830926,4.4 Marla Fully Furnished Full House For Rent,House,For Rent,4,5,Islamabad,"G-13, Islamabad, Islamabad Capital",4.4 ,G-13,200000,24/12/2022
43,House 42729079,Brand New House For Rent,House,For Rent,6,5,Islamabad,"Top City 1, Islamabad, Islamabad Capital",10 ,Top City 1,200000,24/12/2022
44,House 42685519,Brand New House,House,For Rent,6,5,Islamabad,"Top City 1, Islamabad, Islamabad Capital",10 ,Top City 1,200000,24/12/2022
45,House 42991251,Prime Location Brand New House Available For Rent,House,For Rent,6,7,Islamabad,"F-8, Islamabad, Islamabad Capital",24.0,F-8,900000,24/12/2022
46,House 42816024,Double Story House 1 Unit 4 Bedrooms With Attached 5 Washrooms Fresh House 1car Parking Beautiful Location And Secure Area All Facilities Available,House,For Rent,5,4,Islamabad,"Bahria Town, Islamabad, Islamabad Capital",5 ,Bahria Town,65000,24/12/2022
47,House 42532494,14 Marla Brand New House For Rent 5 Bedrooms With Attach 7 Bathrooms / 2 Car Parking Back Open House,House,For Rent,6,5,Islamabad,"Kuri Road, Islamabad, Islamabad Capital",14 ,Kuri Road,200000,24/12/2022
48,House 42849425,10 Marla Brand New Double Story House For Rent In Bani Gala Islamabad,House,For Rent,6,4,Islamabad,"Bani Gala, Islamabad, Islamabad Capital",10 ,Bani Gala,100000,24/12/2022
49,House 42211787,Double Storey Stylish House For Rent In Bani Gala Islamabad,House,For Rent,2,2,Islamabad,"Bani Gala, Islamabad, Islamabad Capital",10 ,Bani Gala,200000,24/12/2022
50,House 43186533,Brand New Luxury House With Beautiful Location,House,For Rent,6,7,Islamabad,"F-7, Islamabad, Islamabad Capital",24.0,F-7,1000000,28/12/2022
51,House 43186527,Brand New Luxury House With Beautiful Location,House,For Rent,6,7,Islamabad,"F-8, Islamabad, Islamabad Capital",24.0,F-8,1000000,28/12/2022
52,House 43186378,Brand New Luxury House On Extremely Prime Location Available For Rent In Islamabad Pakistan,House,For Rent,6,9,Islamabad,"F-8, Islamabad, Islamabad Capital",26.0,F-8,1200000,28/12/2022
53,House 43050484,Bahria Enclave Sector N 5 Marla Brand New House Available For Rent,House,For Rent,3,3,Islamabad,"Bahria Town, Islamabad, Islamabad Capital",5 ,Bahria Town,75000,28/12/2022
54,House 42714798,Bahria Enclave Islamabad Sector N A 5 Marla House Available For Rent,House,For Rent,3,3,Islamabad,"Bahria Town, Islamabad, Islamabad Capital",5 ,Bahria Town,80000,28/12/2022
55,House 43185448,Luxury House On Extremely Prime Location Available For Rent  In Islamabad Pakistan,House,For Rent,6,5,Islamabad,"F-7, Islamabad, Islamabad Capital",20.0,F-7,600000,28/12/2022
56,House 43185446,Luxury House On Extremely Prime Location Available For Rent  In Islamabad Pakistan,House,For Rent,6,5,Islamabad,"F-6, Islamabad, Islamabad Capital",20.0,F-6,600000,28/12/2022
57,House 42364593,Residential House On Rent In F 10,House,For Rent,6,7,Islamabad,"F-10, Islamabad, Islamabad Capital",40.0,F-10,600000,28/12/2022
58,Flat 40491985,Three bed luxurious appartment available for rent in family building,Flat,For Rent,3,3,Islamabad,"E-11, Islamabad, Islamabad Capital",8.4 ,E-11,80000,22/12/2022
59,Flat 42722549,1 Bedroom Flat Available For Rent In E-11 Islamabad,Flat,For Rent,1,1,Islamabad,"E-11, Islamabad, Islamabad Capital",2.7 ,E-11,55000,22/12/2022
60,Flat 42787283,Beautifully Constructed Flat Is Available For rent In Silver Oaks Apartments,Flat,For Rent,3,3,Islamabad,"F-10, Islamabad, Islamabad Capital",9.3 ,F-10,300000,22/12/2022
61,Flat 42595110,E 11- 2bad Apartment Available For Rent,Flat,For Rent,2,2,Islamabad,"E-11, Islamabad, Islamabad Capital",5.6 ,E-11,48000,22/12/2022
62,Flat 41733772,E-11 Luxurious Two Bedroom Apartment Available For Rent,Flat,For Rent,2,2,Islamabad,"E-11, Islamabad, Islamabad Capital",6.4 ,E-11,95000,22/12/2022
63,Flat 42844821,Spacious 4 Bed Drawing Dining Room Corner Flat Available For Rent Lignum Tower Dha Phase 2 Islamabad,Flat,For Rent,5,4,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",14.6 ,DHA Defence,75000,22/12/2022
64,Flat 41133187,Beautiful Brand New 2 Bed Unfurnished Apartment For Rent In Capital Resdencia E 11,Flat,For Rent,2,2,Islamabad,"E-11, Islamabad, Islamabad Capital",4 ,E-11,65000,22/12/2022
65,Flat 42809125,Beautiful 3 Bed Unfurnished Apartment For Rent In F-11,Flat,For Rent,3,3,Islamabad,"F-11, Islamabad, Islamabad Capital",9.3 ,F-11,200000,22/12/2022
66,Flat 43072058,E11 Three Bedroom Luxury Fully Furnished Apartment Available For Rent In Islamabad,Flat,For Rent,3,3,Islamabad,"E-11, Islamabad, Islamabad Capital",8.9 ,E-11,200000,22/12/2022
67,Flat 43063749,2 Beds Flat Available For Rent,Flat,For Rent,2,2,Islamabad,"Bahria Town, Islamabad, Islamabad Capital",3.8 ,Bahria Town,38000,22/12/2022
68,Flat 42522547,One Master  Bedroom Fully Furnished Apartment Available For Rent In E11 In The Heart  Of Islamabad.,Flat,For Rent,1,1,Islamabad,"E-11, Islamabad, Islamabad Capital",4.7 ,E-11,60000,22/12/2022
69,Flat 42701940,Two Bedrooms Fully Furnished Luxury Apartment Available For Rent,Flat,For Rent,2,2,Islamabad,"E-11, Islamabad, Islamabad Capital",6.4 ,E-11,200000,22/12/2022
70,Flat 43057995,F-11 Excellent Renovated Park Avenue Family Apartment 2 Bedroom With Beautiful Lawn Available For Rent,Flat,For Rent,2,2,Islamabad,"F-11, Islamabad, Islamabad Capital",8 ,F-11,200000,27/12/2022
71,Flat 43028826,Fully Furnished Studio Apartment,Flat,For Rent,1,-,Islamabad,"Diplomatic Enclave, Islamabad, Islamabad Capital",5.3 ,Diplomatic Enclave,200000,27/12/2022
72,Flat 42734042,Apartment For Rent,Flat,For Rent,2,2,Islamabad,"G-11, Islamabad, Islamabad Capital",6.9 ,G-11,100000,27/12/2022
73,Flat 43048673,Luxurious 2 Bed Rooms Apartment For Rent,Flat,For Rent,2,2,Islamabad,"Diplomatic Enclave, Islamabad, Islamabad Capital",7.6 ,Diplomatic Enclave,300000,27/12/2022
74,Flat 41422674,Brand New Three Bedroom Flat Available For Rent At Dha Phase 2 Islamabad.,Flat,For Rent,3,3,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",6.2 ,DHA Defence,45000,27/12/2022
75,Flat 43151675,One Badroom With Attached Bath Flat Available For Rent,Flat,For Rent,1,1,Islamabad,"E-11, Islamabad, Islamabad Capital",1.6 ,E-11,25000,28/12/2022
76,Flat 43086361,One Bed room With Attached Bath Flat Available For Rent,Flat,For Rent,1,1,Islamabad,"E-11, Islamabad, Islamabad Capital",1.6 ,E-11,22000,28/12/2022
77,Flat 43154751,One Bed Room With Attached Bath Furnished Tv Lounge Kitchen Flat Available For Rent E-11,Flat,For Rent,1,1,Islamabad,"E-11, Islamabad, Islamabad Capital",3.6 ,E-11,52000,28/12/2022
78,Flat 42189904,1 Bad Flat Available For Rent,Flat,For Rent,2,1,Islamabad,"Bahria Town, Islamabad, Islamabad Capital",2.3 ,Bahria Town,28000,28/12/2022
79,Flat 42186619,3 Bed Apartment Available For Rent In DHA Phase 2 Islamabad,Flat,For Rent,2,2,Islamabad,"GT Road, Islamabad, Islamabad Capital",4.2 ,GT Road,32000,28/12/2022
80,Flat 43023413,2 Bed Tv Lounge Open Kitchen Available For Rent,Flat,For Rent,2,2,Islamabad,"GT Road, Islamabad, Islamabad Capital",4.2 ,GT Road,32000,28/12/2022
81,Flat 43180779,3 Bed Furnished Apartments Available For Rent In Dha-2 Islamabad,Flat,For Rent,3,3,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",5.6 ,DHA Defence,200000,28/12/2022
82,Flat 43041142,3 Bedroom Luxury Furnished Apartment For Rent in E-11 Islamabad,Flat,For Rent,3,3,Islamabad,"E-11, Islamabad, Islamabad Capital",8.9 ,E-11,200000,28/12/2022
83,Flat 42733690,639 Square Feet Flat In Bahria Enclave - Sector C1 Is Best Option,Flat,For Sale,1,1,Islamabad,"Bahria Town, Islamabad, Islamabad Capital",2.8 ,Bahria Town,9600000,25/12/2022
84,Flat 37335318,J7 Emporium The project of J7 Group,Flat,For Sale,1,1,Islamabad,"B-17, Islamabad, Islamabad Capital",8.4 ,B-17,20000000,25/12/2022
85,Flat 42472972,Flat For Sale In Faisal Town Block A Main Markaz,Flat,For Sale,2,2,Islamabad,"Faisal Town - F-18, Islamabad, Islamabad Capital",4.5 ,Faisal Town - F-18,8000000,25/12/2022
86,Flat 37333455,Flat For Sale In J7 Emporium By J7 Group,Flat,For Sale,-,1,Islamabad,"B-17, Islamabad, Islamabad Capital",3.1 ,B-17,8400000,25/12/2022
87,Flat 42589304,"3-bed 2,050 Sq. Ft Type-a Reasonable Profit For Sale In Lifestyle Res Flats G-13",Flat,For Sale,3,3,Islamabad,"G-13, Islamabad, Islamabad Capital",9.1 ,G-13,8000000,25/12/2022
88,Flat 42776412,"2 Bedroom Flat Available For Sale In Apolo Tower,",Flat,For Sale,2,2,Islamabad,"E-11, Islamabad, Islamabad Capital",4.2 ,E-11,20000000,25/12/2022
89,Flat 39032427,4 Bed Apartment For Sale,Flat,For Sale,4,4,Islamabad,"G-15, Islamabad, Islamabad Capital",16 ,G-15,30000000,25/12/2022
90,Flat 38237624,1 Bed Apartment For Sale,Flat,For Sale,1,1,Islamabad,"G-15, Islamabad, Islamabad Capital",2.8 ,G-15,8800000,25/12/2022
91,Flat 40046721,Three Bedroom Spacious Apartment 2100sqft Unfurnished For Sale In Silver Oaks Apartments F-10 Islamabad,Flat,For Sale,3,3,Islamabad,"F-10, Islamabad, Islamabad Capital",9.3 ,F-10,60000000,25/12/2022
92,Flat 34642877,F11 Executive Sweet 3 Bedroom Furnished Apartment Available For Sale,Flat,For Sale,4,4,Islamabad,"F-11, Islamabad, Islamabad Capital",10.2 ,F-11,50000000,25/12/2022
93,Flat 42535592,A Flat Of 963.60 Square Feet In Eighteen,Flat,For Sale,2,2,Islamabad,"Kashmir Highway, Islamabad, Islamabad Capital",4.3 ,Kashmir Highway,30000000,26/12/2022
94,Flat 43028022,1166.65 Square Feet Flat Available For sale In MPCHS - Multi Gardens,Flat,For Sale,-,-,Islamabad,"B-17, Islamabad, Islamabad Capital",5.2 ,B-17,20000000,25/12/2022
95,Flat 43163093,The Galleria Two Bed Silver Apartment for Sale available bahria Enclave Islamabad,Flat,For Sale,2,2,Islamabad,"Bahria Town, Islamabad, Islamabad Capital",6.1 ,Bahria Town,20000000,27/12/2022
96,Flat 42698179,Full Furnished Flat Available At Very Reasonable Price In Minawa Country Club,Flat,For Sale,3,3,Islamabad,"Islamabad - Murree Expressway, Islamabad, Islamabad Capital",9.3 ,Islamabad - Murree Expressway,20000000,27/12/2022
97,Flat 43161751,Capital Residenciea Flat For Sale,Flat,For Sale,2,2,Islamabad,"E-11, Islamabad, Islamabad Capital",4.2 ,E-11,20000000,27/12/2022
98,Flat 42991105,Brand New 3 Bedrooms Semi Furnished Gold Apartments 1695 Sq Ft Available For Sale,Flat,For Sale,4,3,Islamabad,"Bahria Town, Islamabad, Islamabad Capital",7.5 ,Bahria Town,20000000,27/12/2022
99,Flat 43183462,Book Good Location Flat Today In Al-Ghurair Giga,Flat,For Sale,3,3,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",6.2 ,DHA Defence,20000000,28/12/2022
100,Flat 43183461,"Good Location Flat For sale In Rs. 9,800,000",Flat,For Sale,2,2,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",4.2 ,DHA Defence,9800000,28/12/2022
101,Flat 43183326,One Bedroom Flat for sale in DHA-2 Islamabad,Flat,For Sale,1,1,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",2.1 ,DHA Defence,4500000,28/12/2022
102,Flat 43183149,Signature Hotels and Residence,Flat,For Sale,1,1,Islamabad,"Top City 1, Islamabad, Islamabad Capital",2.6 ,Top City 1,20000000,28/12/2022
103,Flat 43183146,Signature Hotels and Residence,Flat,For Sale,1,1,Islamabad,"Top City 1, Islamabad, Islamabad Capital",2.4 ,Top City 1,20000000,28/12/2022
104,Flat 43183142,Signature Hotels and Residence,Flat,For Sale,1,1,Islamabad,"Top City 1, Islamabad, Islamabad Capital",2.3 ,Top City 1,20000000,28/12/2022
105,Flat 43183138,Signature Hotels and Residence,Flat,For Sale,1,1,Islamabad,"Top City 1, Islamabad, Islamabad Capital",2.1 ,Top City 1,20000000,28/12/2022
106,Flat 43183135,Signature Hotels and Residence,Flat,For Sale,1,1,Islamabad,"Top City 1, Islamabad, Islamabad Capital",1.7 ,Top City 1,20000000,28/12/2022
107,House 42822289,Brand New Double Story House For Sale In Soan Garden Islamabad,House,For Sale,6,6,Islamabad,"Soan Garden, Islamabad, Islamabad Capital",12 ,Soan Garden,50000000,22/12/2022
108,House 41497210,Corner Defence Villa Available For Sale,House,For Sale,4,3,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",11 ,DHA Defence,40000000,22/12/2022
109,House 41544734,House For Sale In Dha Phase 2,House,For Sale,6,6,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",20.0,DHA Defence,70000000,22/12/2022
110,House 42968652,1 Kanal House Boulevard Dha Ph 2,House,For Sale,6,6,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",20.0,DHA Defence,100000000,27/12/2022
111,House 42609200,D-17 House For Sale,House,For Sale,6,6,Islamabad,"D-17, Islamabad, Islamabad Capital",8 ,D-17,40000000,27/12/2022
112,House 43005652,10 Marla Pair House For Sale On Excellent Location In PWD Housing Scheme,House,For Sale,6,5,Islamabad,"PWD Housing Scheme, Islamabad, Islamabad Capital",10 ,PWD Housing Scheme,40000000,27/12/2022
113,House 40721028,2 Bedroom House For Sale In Sector F7,House,For Sale,2,2,Islamabad,"F-7, Islamabad, Islamabad Capital",26.0,F-7,300000000,27/12/2022
114,House 43041664,G-13 10 Marla (35x70) Brand New Double Storey Luxury House,House,For Sale,6,6,Islamabad,"G-13, Islamabad, Islamabad Capital",10 ,G-13,60000000,27/12/2022
115,House 42693606,Book A Prime Location House Of 8 Marla In G-13 2 Islamabad,House,For Sale,7,5,Islamabad,"G-13, Islamabad, Islamabad Capital",8 ,G-13,50000000,27/12/2022
116,House 43040453,Brand New One Kanal House for sale,House,For Sale,6,6,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",20.0,DHA Defence,90000000,27/12/2022
117,House 39334286,1 Kanal Furnished House 6 Bedrooms For Sale At Dha Phase 2,House,For Sale,7,6,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",20.0,DHA Defence,70000000,26/12/2022
118,House 42974258,1 Kanal Brand New Designer House On Prime Location At Dha Phase 2,House,For Sale,7,6,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",20.0,DHA Defence,100000000,26/12/2022
119,House 42744321,Looking For A House In F-10,House,For Sale,6,6,Islamabad,"F-10, Islamabad, Islamabad Capital",22.0,F-10,150000000,27/12/2022
120,House 39863649,"Prime Location House Of 1777 Square Yards Is Available For Sale In F-8/3, Islamabad",House,For Sale,-,-,Islamabad,"F-8, Islamabad, Islamabad Capital",72.0,F-8,520000000,27/12/2022
121,House 42915937,A Good Option For sale Is The House Available In F-11/1 In Islamabad,House,For Sale,7,7,Islamabad,"F-11, Islamabad, Islamabad Capital",26.0,F-11,170000000,27/12/2022
122,House 42902789,511 Square Yards House Is Available For sale In F-10,House,For Sale,6,6,Islamabad,"F-10, Islamabad, Islamabad Capital",20.0,F-10,150000000,27/12/2022
123,House 42903036,"500 Square Yards House In Only Rs. 125,000,000",House,For Sale,8,7,Islamabad,"E-11, Islamabad, Islamabad Capital",20.0,E-11,130000000,27/12/2022
124,House 41144117,1 Kanal Brand New House For Sale On Urgent Basis On Investor Rate In Dha 2 Sector G Islamabad,House,For Sale,7,6,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",20.0,DHA Defence,70000000,28/12/2022
125,House 39385989,"5 Marla Brand New Double Storey Double Unit House For Sale In Pakistan Town Near Cbr, Pwd, Police Foundation",House,For Sale,5,4,Islamabad,"Pakistan Town, Islamabad, Islamabad Capital",5 ,Pakistan Town,20000000,28/12/2022
126,House 43188015,25*40 New House Proper Corner With Extra Land,House,For Sale,4,4,Islamabad,"G-13, Islamabad, Islamabad Capital",4 ,G-13,40000000,28/12/2022
127,House 43187993,10 Marla House For Sale in G-13 Islamabad,House,For Sale,7,6,Islamabad,"G-13, Islamabad, Islamabad Capital",10 ,G-13,60000000,28/12/2022
128,House 43187817,10 Marla House For Sale in G-13 Islamabad,House,For Sale,7,6,Islamabad,"G-13, Islamabad, Islamabad Capital",10 ,G-13,60000000,28/12/2022
129,House 43187793,F-8 Brand New  House For Sale.,House,For Sale,6,9,Islamabad,"F-8, Islamabad, Islamabad Capital",26.0,F-8,300000000,28/12/2022
130,House 43187731,7 Marla House For sale in G-13 islamabad,House,For Sale,6,5,Islamabad,"G-13, Islamabad, Islamabad Capital",7 ,G-13,50000000,28/12/2022
131,House 43187614,7 Marla House For sale in G-13 islamabad,House,For Sale,6,5,Islamabad,"G-13, Islamabad, Islamabad Capital",7 ,G-13,50000000,28/12/2022
132,House 42594190,1 Kanal Beautiful House Near Main Road Bani Gala,House,For Rent,5,5,Islamabad,"Bani Gala, Islamabad, Islamabad Capital",20.0,Bani Gala,200000,24/12/2022
133,House 42072391,Luxury House For Rent On Prime Location In G-6,House,For Rent,5,4,Islamabad,"G-6, Islamabad, Islamabad Capital",20.0,G-6,300000,24/12/2022
134,House 43112996,Dabble Story House For Rent,House,For Rent,6,5,Islamabad,"CBR Town, Islamabad, Islamabad Capital",8 ,CBR Town,72000,24/12/2022
135,House 43111805,House Available For Rent,House,For Rent,6,5,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",20.0,DHA Defence,200000,24/12/2022
136,House 42721748,Full House For Rent Prime Location For Family And Foreign Also Company,House,For Rent,6,6,Islamabad,"G-13, Islamabad, Islamabad Capital",4.4 ,G-13,90000,24/12/2022
137,House 42688858,F-11 Very Beautiful House Available For Rent,House,For Rent,-,7,Islamabad,"F-11, Islamabad, Islamabad Capital",16 ,F-11,500000,24/12/2022
138,House 43111083,E11 (8 Marla Full House For Rent),House,For Rent,5,4,Islamabad,"E-11, Islamabad, Islamabad Capital",8 ,E-11,200000,24/12/2022
139,House 41773805,25 40 Like Brand New House For Rent In G13 Islamabad,House,For Rent,5,4,Islamabad,"G-13, Islamabad, Islamabad Capital",4.4 ,G-13,200000,24/12/2022
140,House 33561685,5 Marla House Is Available For Rent In Ghauri Town,House,For Rent,5,4,Islamabad,"Ghauri Town, Islamabad, Islamabad Capital",5 ,Ghauri Town,48000,24/12/2022
141,House 41042408,Luxury House For Rent,House,For Rent,10,11,Islamabad,"F-8, Islamabad, Islamabad Capital",72.0,F-8,3000000,24/12/2022
142,House 41302420,Luxury Beautiful House For Rent,House,For Rent,8,7,Islamabad,"F-8, Islamabad, Islamabad Capital",40.0,F-8,2000000,24/12/2022
143,House 41904180,Fully Renovated Beautiful House For Rent,House,For Rent,6,5,Islamabad,"F-8, Islamabad, Islamabad Capital",20.0,F-8,700000,24/12/2022
144,House 41042737,Brand New House For Rent,House,For Rent,7,6,Islamabad,"F-7, Islamabad, Islamabad Capital",26.0,F-7,1400000,24/12/2022
145,House 41951514,Beautiful newly Built Independent House Available For Rent in F-8,House,For Rent,5,5,Islamabad,"F-8, Islamabad, Islamabad Capital",26.0,F-8,700000,24/12/2022
146,House 42352133,New House For Rent,House,For Rent,5,5,Islamabad,"F-6, Islamabad, Islamabad Capital",20.0,F-6,700000,24/12/2022
