,Property_ID,Property_Name,Property_Type,Property_Purpose,Baths,Bedrooms,City,Property_Location,Area,Area_Name,Properity_Price,Date_Added
13,House 43168557,CBR Town Phase 1 House Sized 7 Marla For rent,House,For Rent,5,5,Islamabad,"CBR Town, Islamabad, Islamabad Capital",7 ,CBR Town,75000,27/12/2022
14,House 43168554,Affordable House For rent In AGHOSH Phase 1,House,For Rent,8,7,Islamabad,"AGHOSH, Islamabad, Islamabad Capital",20.0,AGHOSH,200000,27/12/2022
15,House 43168553,Corner House Of 1 Kanal Is Available For rent In Korang Town,House,For Rent,-,-,Islamabad,"Korang Town, Islamabad, Islamabad Capital",20.0,Korang Town,400000,27/12/2022
16,House 43168546,Buy A 7 Marla House For rent In Jinnah Gardens Phase 1,House,For Rent,5,5,Islamabad,"FECHS, Islamabad, Islamabad Capital",7 ,FECHS,75000,27/12/2022
17,Flat 43058954,Ground Portion Two Bedroom With Attached Bath Tv Lounge Kitchen Flat Available For Rent,Flat,For Rent,2,2,Islamabad,"E-11, Islamabad, Islamabad Capital",6 ,E-11,57000,24/12/2022
18,Flat 37128249,2 Bed Flat For Rent In F-17 Islamabad,Flat,For Rent,2,2,Islamabad,"F-17, Islamabad, Islamabad Capital",3.8 ,F-17,25000,24/12/2022
19,Flat 27356768,Brand New 2 Bed Flat Available For Rent In Capital Square B17 Islamabad,Flat,For Rent,2,2,Islamabad,"B-17, Islamabad, Islamabad Capital",5.4 ,B-17,28000,24/12/2022
20,Flat 43090344,Flat Sized 1800 Square Feet In MPCHS - Block E,Flat,For Rent,-,-,Islamabad,"B-17, Islamabad, Islamabad Capital",8 ,B-17,40000,24/12/2022
21,Flat 43108547,F-11 2 Bed Apartment Available For Rent Daily And Monthly Basis,Flat,For Rent,2,2,Islamabad,"F-11, Islamabad, Islamabad Capital",7.6 ,F-11,200000,24/12/2022
22,Flat 41981331,2 Bed Apartment For Rent,Flat,For Rent,2,2,Islamabad,"G-15, Islamabad, Islamabad Capital",8.4 ,G-15,52000,24/12/2022
23,Flat 43107028,One Bed Apartment For Rent In Gulberg Green Islamabad,Flat,For Rent,1,1,Islamabad,"Gulberg, Islamabad, Islamabad Capital",2 ,Gulberg,28000,24/12/2022
24,Flat 43106636,One Bed Apartment For Rent In Gulberg Green,Flat,For Rent,1,1,Islamabad,"Gulberg, Islamabad, Islamabad Capital",2 ,Gulberg,25000,24/12/2022
25,Flat 43106331,Flat For Rent In Guberg Green Islamabad,Flat,For Rent,2,2,Islamabad,"Gulberg, Islamabad, Islamabad Capital",3.8 ,Gulberg,50000,24/12/2022
26,Flat 22387312,Beautiful 1 Bed Study Luxury Apartment,Flat,For Rent,2,2,Islamabad,"F-8, Islamabad, Islamabad Capital",6.7 ,F-8,300000,24/12/2022
27,Flat 43104686,Two bedrooms - Lake view Luxury apartment available in Constitution One,Flat,For Rent,2,2,Islamabad,"Constitution Avenue, Islamabad, Islamabad Capital",4.8 ,Constitution Avenue,200000,23/12/2022
28,Flat 41267947,Lavish Apartment For Rent In Elysium Mall Blue Area,Flat,For Rent,2,2,Islamabad,"Blue Area, Islamabad, Islamabad Capital",7.7 ,Blue Area,300000,23/12/2022
29,Flat 43010686,E-11 3 Bed Fully Furnished Flat Available For Rent,Flat,For Rent,3,3,Islamabad,"E-11, Islamabad, Islamabad Capital",5.3 ,E-11,80000,23/12/2022
30,Flat 43103997,Flat For Rent In Gulberg,Flat,For Rent,2,2,Islamabad,"Gulberg, Islamabad, Islamabad Capital",3.8 ,Gulberg,55000,23/12/2022
31,Flat 43103941,Superb Apartment In Executive Heights F-11 Islamabad,Flat,For Rent,2,2,Islamabad,"F-11, Islamabad, Islamabad Capital",6.4 ,F-11,90000,23/12/2022
32,Flat 22814264,Furnished One Bed Flat For Rent In Dha Ph 2 Islamabad,Flat,For Rent,1,1,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",5.6 ,DHA Defence,40000,23/12/2022
33,Flat 40539387,A Centrally Located Flat Is Available For Rent In Islamabad,Flat,For Rent,2,2,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",6.8 ,DHA Defence,70000,23/12/2022
34,Flat 42852281,Flat Of 500 Square Yards Is Available For rent In F-11,Flat,For Rent,3,3,Islamabad,"F-11, Islamabad, Islamabad Capital",20.0,F-11,200000,23/12/2022
35,Flat 42852292,Affordable Flat Available For rent In Warda Hamna Residencia 3,Flat,For Rent,3,3,Islamabad,"G-11, Islamabad, Islamabad Capital",7.1 ,G-11,200000,23/12/2022
36,Flat 42852297,500 Square Yards Flat In Central F-11 For rent,Flat,For Rent,3,3,Islamabad,"F-11, Islamabad, Islamabad Capital",20.0,F-11,200000,23/12/2022
37,Flat 42852305,Flat Of 1600 Square Feet Is Available For rent In Warda Hamna Residencia 3,Flat,For Rent,3,3,Islamabad,"G-11, Islamabad, Islamabad Capital",7.1 ,G-11,200000,23/12/2022
38,Flat 42852273,Premium 1600 Square Feet Flat Is Available For rent In Islamabad,Flat,For Rent,3,3,Islamabad,"G-11, Islamabad, Islamabad Capital",7.1 ,G-11,200000,23/12/2022
39,Flat 42665288,Furnished Apartment For Rent In Dha 2,Flat,For Rent,2,2,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",3.6 ,DHA Defence,65000,23/12/2022
40,Flat 42852262,"Reasonably-Priced 500 Square Yards Flat In F-11, F-11 Is Available As Of Now",Flat,For Rent,3,3,Islamabad,"F-11, Islamabad, Islamabad Capital",20.0,F-11,200000,23/12/2022
41,Flat 42527864,Elysium Mall 2 Bed Apartment Available For Rent,Flat,For Rent,2,2,Islamabad,"Blue Area, Islamabad, Islamabad Capital",7.5 ,Blue Area,300000,23/12/2022
42,Flat 42424822,Get In Touch Now To Buy A Flat In Mumtaz City - Indus Block Islamabad,Flat,For Sale,2,2,Islamabad,"Mumtaz City, Islamabad, Islamabad Capital",6.2 ,Mumtaz City,20000000,27/12/2022
43,Flat 42424821,Flat Of 1520 Square Feet In Mumtaz City - Indus Block For sale,Flat,For Sale,3,3,Islamabad,"Mumtaz City, Islamabad, Islamabad Capital",6.8 ,Mumtaz City,20000000,27/12/2022
44,Flat 42431138,Well-constructed Flat Available For sale In Mumtaz City - Indus Block,Flat,For Sale,3,3,Islamabad,"Mumtaz City, Islamabad, Islamabad Capital",6.8 ,Mumtaz City,20000000,27/12/2022
45,Flat 42431136,Flat For sale In Mumtaz City - Indus Block,Flat,For Sale,2,2,Islamabad,"Mumtaz City, Islamabad, Islamabad Capital",6.2 ,Mumtaz City,20000000,27/12/2022
46,Flat 42431142,Ideally Located Flat For sale In Mumtaz City - Indus Block Available,Flat,For Sale,2,2,Islamabad,"Mumtaz City, Islamabad, Islamabad Capital",11.3 ,Mumtaz City,40000000,27/12/2022
47,Flat 42431157,Reserve A Centrally Located Flat In Mumtaz City - Indus Block,Flat,For Sale,2,2,Islamabad,"Mumtaz City, Islamabad, Islamabad Capital",11.3 ,Mumtaz City,40000000,27/12/2022
48,Flat 42431155,Flat Of 500 Square Feet In Mumtaz City - Indus Block Is Available,Flat,For Sale,1,-,Islamabad,"Mumtaz City, Islamabad, Islamabad Capital",2.2 ,Mumtaz City,7300000,27/12/2022
49,Flat 42431140,In Mumtaz City - Indus Block 2550 Square Feet Flat For sale,Flat,For Sale,3,3,Islamabad,"Mumtaz City, Islamabad, Islamabad Capital",11.3 ,Mumtaz City,40000000,27/12/2022
50,Flat 42431153,2550 Square Feet Flat In Mumtaz City - Indus Block For sale,Flat,For Sale,3,3,Islamabad,"Mumtaz City, Islamabad, Islamabad Capital",11.3 ,Mumtaz City,40000000,27/12/2022
51,Flat 42434688,2550 Square Feet Flat Situated In Mumtaz City - Indus Block For sale,Flat,For Sale,2,2,Islamabad,"Mumtaz City, Islamabad, Islamabad Capital",11.3 ,Mumtaz City,40000000,27/12/2022
52,Flat 40390431,3 Bed Fully Furnished Apartment Bahria Enclave Isl,Flat,For Sale,3,3,Islamabad,"Bahria Town, Islamabad, Islamabad Capital",13.3 ,Bahria Town,30000000,27/12/2022
53,Flat 41568049,"Flat 700 Sq ft, Rental Income 50000",Flat,For Sale,-,-,Islamabad,"Bahria Town, Islamabad, Islamabad Capital",3.1 ,Bahria Town,8500000,27/12/2022
54,Flat 41552305,E-11 Two Bedroom Fully Furnished Apartments For Sale,Flat,For Sale,2,2,Islamabad,"E-11, Islamabad, Islamabad Capital",5.1 ,E-11,20000000,22/12/2022
55,Flat 36267300,2 Bed Brand New Flat For Sale In Prime Arcade D-17 Islamabad.,Flat,For Sale,2,2,Islamabad,"D-17, Islamabad, Islamabad Capital",3.8 ,D-17,5000000,22/12/2022
56,Flat 35422918,Brand New Flat D-12 Markaz 2 Bed 2 Bath DD Kitchen,Flat,For Sale,2,2,Islamabad,"D-12, Islamabad, Islamabad Capital",4.2 ,D-12,20000000,22/12/2022
57,Flat 42626785,1 Bed Furnished Apartment Available For Sale In Sector A Bahria Enclave Islamabad,Flat,For Sale,1,1,Islamabad,"Bahria Town, Islamabad, Islamabad Capital",2.9 ,Bahria Town,7500000,22/12/2022
58,Flat 41855353,"3-bed 1,750 Sq. ft Type-b Lifestyle Residency G-13 Islamabad",Flat,For Sale,3,3,Islamabad,"G-13, Islamabad, Islamabad Capital",7.8 ,G-13,6800000,22/12/2022
59,Flat 43175949,Beautiful Two Bed Apartment In Gold Crest Views 2 On Prime Location In Dha Phase 2 Islamabad,Flat,For Sale,2,2,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",6.3 ,DHA Defence,30000000,28/12/2022
60,Flat 43175538,Two Bed Luxurios Apartment In Gold Crest Views 2 On Prime Location In Dha Phase 2 Islamabad,Flat,For Sale,2,2,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",5.6 ,DHA Defence,30000000,28/12/2022
61,Flat 42402600,Beautiful Flat For Sale,Flat,For Sale,1,2,Islamabad,"G-11, Islamabad, Islamabad Capital",3.1 ,G-11,20000000,28/12/2022
62,Flat 42513561,Luxurious 1 Bedroom Apartment On Installments,Flat,For Sale,1,1,Islamabad,"Blue Area, Islamabad, Islamabad Capital",3.2 ,Blue Area,40000000,28/12/2022
63,Flat 43172035,Spacious 1146 Square Feet Flat For Sale In World Class Community located on Main Kashmir Highway on 4 Years Payment Plan,Flat,For Sale,2,2,Islamabad,"Kashmir Highway, Islamabad, Islamabad Capital",5.1 ,Kashmir Highway,30000000,27/12/2022
64,Flat 42547412,Exceptional Furnished Apartment For Sale In Sughra Tower F-11 Islamabad,Flat,For Sale,4,4,Islamabad,"F-11, Islamabad, Islamabad Capital",13.3 ,F-11,40000000,27/12/2022
65,Flat 42736944,Apartment For Sale In Sughra Tower F-11 Islamabad,Flat,For Sale,2,2,Islamabad,"F-11, Islamabad, Islamabad Capital",6.2 ,F-11,20000000,27/12/2022
66,Flat 43172021,Ready Studio Apartment In Eighteen Pavilion 7,Flat,For Sale,1,-,Islamabad,"Kashmir Highway, Islamabad, Islamabad Capital",3.4 ,Kashmir Highway,20000000,27/12/2022
67,House 40647342,"1 Kanal Brand New Spanish House For Sale In DHA Phase 2, Rawalpindi",House,For Sale,6,6,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",20.0,DHA Defence,100000000,26/12/2022
68,House 40662607,"14 Marla House For Sale In Dha Phase 2 Sector A, Islamabad",House,For Sale,5,5,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",14 ,DHA Defence,60000000,26/12/2022
69,House 40926152,28 Marla Designer House Corner In Dha Phase 5 Islamabad,House,For Sale,9,8,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",28.0,DHA Defence,100000000,26/12/2022
70,House 40955681,G-11 1 House For Sale(60 90) 600-sq Yds 9-bed Triple Storey.,House,For Sale,6,9,Islamabad,"G-11, Islamabad, Islamabad Capital",24.0,G-11,120000000,26/12/2022
71,House 42945394,Very Decent And Beautiful Brand New 14.22 Marla (40x80) House In G15/1,House,For Sale,6,6,Islamabad,"G-15, Islamabad, Islamabad Capital",14.2 ,G-15,50000000,26/12/2022
72,House 42945258,Beautiful brand new house available for sale in G15/1 Islamabad.,House,For Sale,5,5,Islamabad,"G-15, Islamabad, Islamabad Capital",8 ,G-15,30000000,26/12/2022
73,House 42923811,1 Kanal House available for sale in Bahria Enclave - Sector C if you hurry,House,For Sale,5,5,Islamabad,"Bahria Town, Islamabad, Islamabad Capital",20.0,Bahria Town,90000000,26/12/2022
74,House 42892038,Good Location 10 Marla House For sale Available In DHA Defence,House,For Sale,6,5,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",10 ,DHA Defence,60000000,26/12/2022
75,House 42892041,Affordable Good Location House For sale In DHA Phase 2 - Sector D,House,For Sale,5,5,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",20.0,DHA Defence,80000000,26/12/2022
76,House 38415624,1 Kanal Designer House At Outstanding Location,House,For Sale,6,6,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",20.0,DHA Defence,90000000,26/12/2022
77,House 40413932,Park Facing Heighted Location 27 Marla Villa,House,For Sale,5,4,Islamabad,"Bahria Town, Islamabad, Islamabad Capital",26.0,Bahria Town,80000000,26/12/2022
78,House 42731371,Fully Renovated House Is For Sale In F-10,House,For Sale,5,5,Islamabad,"F-10, Islamabad, Islamabad Capital",22.0,F-10,170000000,26/12/2022
79,House 42968510,Beautiful Brand New House,House,For Sale,3,3,Islamabad,"Bani Gala, Islamabad, Islamabad Capital",6 ,Bani Gala,20000000,24/12/2022
80,House 43054654,4 Kanal House For sale In Bani Gala,House,For Sale,6,6,Islamabad,"Bani Gala, Islamabad, Islamabad Capital",80.0,Bani Gala,130000000,24/12/2022
81,House 42433830,D-12 Size 50x90 Brand New Designer House,House,For Sale,6,9,Islamabad,"D-12, Islamabad, Islamabad Capital",20.0,D-12,160000000,24/12/2022
82,House 43114101,10 Marla Beautiful Designer Houses With High Quality Is Available For Sell In Bahria Enclave Islamabad,House,For Sale,6,5,Islamabad,"Bahria Town, Islamabad, Islamabad Capital",10 ,Bahria Town,50000000,24/12/2022
83,House 43113980,8 Marla House Available For Sale,House,For Sale,5,4,Islamabad,"Bahria Town, Islamabad, Islamabad Capital",8 ,Bahria Town,30000000,24/12/2022
84,House 42762179,Most Innovative Designer 1 Kanal Bungalow Up For Sale,House,For Sale,7,6,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",20.0,DHA Defence,90000000,27/12/2022
85,House 43170429,Brand New 35x70 Corner House For Sale With 6 Bedroom In G-13 Islamabad,House,For Sale,6,6,Islamabad,"G-13, Islamabad, Islamabad Capital",10 ,G-13,70000000,27/12/2022
86,House 42915934,sale A House In Islamabad Prime Location,House,For Sale,7,7,Islamabad,"F-11, Islamabad, Islamabad Capital",26.0,F-11,170000000,27/12/2022
87,House 42903173,Reserve A Centrally Located House In F-11,House,For Sale,7,7,Islamabad,"F-11, Islamabad, Islamabad Capital",26.0,F-11,240000000,27/12/2022
88,House 39863624,Prime Location House Is Available For Sale In E-11/3islamabad,House,For Sale,6,6,Islamabad,"E-11, Islamabad, Islamabad Capital",20.0,E-11,100000000,27/12/2022
89,House 43170393,"D-12/4 (25x40), Newly Built with Basement, Margalla Face, One Unit",House,For Sale,6,3,Islamabad,"D-12, Islamabad, Islamabad Capital",4 ,D-12,40000000,27/12/2022
90,House 40913874,E-11 Furnished House For Sale,House,For Sale,5,6,Islamabad,"E-11, Islamabad, Islamabad Capital",20.0,E-11,110000000,27/12/2022
91,House 43170380,Brand New 35x70 House For Sale With 6 Bedroom In G-13 Islamabad,House,For Sale,3,3,Islamabad,"G-13, Islamabad, Islamabad Capital",10 ,G-13,70000000,27/12/2022
92,House 43168537,Idyllic House Available In PWD Housing Scheme For rent,House,For Rent,8,7,Islamabad,"PWD Housing Scheme, Islamabad, Islamabad Capital",14 ,PWD Housing Scheme,100000,27/12/2022
93,House 43168535,Beautifully Constructed House Is Available For rent In Soan Garden,House,For Rent,3,3,Islamabad,"Soan Garden, Islamabad, Islamabad Capital",12 ,Soan Garden,50000,27/12/2022
94,House 43168532,House Of 14 Marla Available For rent In Soan Garden,House,For Rent,8,7,Islamabad,"Soan Garden, Islamabad, Islamabad Capital",14 ,Soan Garden,200000,27/12/2022
95,House 43168531,"Reasonably-Priced 1 Kanal House In AGHOSH Phase 1, Islamabad Is Available As Of Now",House,For Rent,8,7,Islamabad,"AGHOSH, Islamabad, Islamabad Capital",20.0,AGHOSH,200000,27/12/2022
96,House 43167991,Ambassadorial House For Rent In F-8,House,For Rent,6,5,Islamabad,"F-8, Islamabad, Islamabad Capital",20.0,F-8,1000000,27/12/2022
97,House 43167860,Beautiful Corner House For Rent In F-8,House,For Rent,5,5,Islamabad,"F-8, Islamabad, Islamabad Capital",20.0,F-8,600000,27/12/2022
98,House 43167757,2800 Square Feet House Ideally Situated In I-8/2,House,For Rent,6,6,Islamabad,"I-8, Islamabad, Islamabad Capital",12.4 ,I-8,300000,27/12/2022
99,House 43167749,I-8 House Sized 3200 Square Feet For rent,House,For Rent,6,6,Islamabad,"I-8, Islamabad, Islamabad Capital",14.2 ,I-8,300000,27/12/2022
100,House 43167715,Brand New House For Rent In F-8,House,For Rent,5,4,Islamabad,"F-8, Islamabad, Islamabad Capital",20.0,F-8,600000,27/12/2022
101,House 42171698,F-7 Indepedded 2 Badroom Hose Newly Furnished With Garden and Servent Room,House,For Rent,2,2,Islamabad,"F-7, Islamabad, Islamabad Capital",20.0,F-7,500000,27/12/2022
102,House 42049609,600 Square Yards House Is Available For rent In F-7,House,For Rent,4,4,Islamabad,"F-7, Islamabad, Islamabad Capital",24.0,F-7,800000,27/12/2022
103,House 42147081,F-7 New Stylish House For Rent 5 Bedroom,House,For Rent,5,5,Islamabad,"F-7, Islamabad, Islamabad Capital",20.0,F-7,800000,27/12/2022
104,House 43167680,Brand New House On Extremely Prime Location Available For Rent  In Islamabad Pakistan,House,For Rent,6,8,Islamabad,"F-10, Islamabad, Islamabad Capital",36.0,F-10,1200000,27/12/2022
105,House 43167678,2800 Square Feet House In Stunning I-8/2 Is Available For rent,House,For Rent,6,6,Islamabad,"I-8, Islamabad, Islamabad Capital",12.4 ,I-8,300000,27/12/2022
106,House 43167676,Your Search Ends Right Here With The Beautiful House In I-8 At Affordable Price Of Pkr,House,For Rent,6,6,Islamabad,"I-8, Islamabad, Islamabad Capital",14.2 ,I-8,300000,27/12/2022
107,House 43167452,Affordable House Of 2800 Square Feet Is Available For rent,House,For Rent,6,6,Islamabad,"I-8, Islamabad, Islamabad Capital",12.4 ,I-8,300000,27/12/2022
108,House 43167451,House Of 3200 Square Feet For rent In I-8,House,For Rent,6,6,Islamabad,"I-8, Islamabad, Islamabad Capital",14.2 ,I-8,300000,27/12/2022
109,House 43167382,Brand New House On Extremely prime Location Available For Rent  in Islamabad Pakistan,House,For Rent,6,8,Islamabad,"E-7, Islamabad, Islamabad Capital",28.0,E-7,1200000,27/12/2022
110,House 43167399,Brand New House On Extremely Prime Location Available For Rent  In Islamabad Pakistan,House,For Rent,6,8,Islamabad,"F-8, Islamabad, Islamabad Capital",28.0,F-8,1200000,27/12/2022
111,House 43167389,Brand New House On Extremely Prime Location Available For Rent  In Islamabad Pakistan,House,For Rent,6,8,Islamabad,"F-6, Islamabad, Islamabad Capital",28.0,F-6,1200000,27/12/2022
112,House 43167386,Brand New House On Extremely Prime Location Available For Rent  In Islamabad Pakistan,House,For Rent,6,8,Islamabad,"F-7, Islamabad, Islamabad Capital",28.0,F-7,1200000,27/12/2022
113,House 43051009,8 Marla House For rent Is Available In E-11,House,For Rent,-,-,Islamabad,"E-11, Islamabad, Islamabad Capital",8 ,E-11,200000,27/12/2022
114,House 43053601,Brand New Luxury House With Beautiful Location,House,For Rent,6,6,Islamabad,"F-7, Islamabad, Islamabad Capital",40.0,F-7,1300000,27/12/2022
115,House 43166188,Luxurious House On Extremely Prime Location Available For Rent In Islamabad Pakistan,House,For Rent,6,5,Islamabad,"F-7, Islamabad, Islamabad Capital",24.0,F-7,600000,27/12/2022
116,House 43166187,Luxurious House On Extremely Prime Location Available For Rent In Islamabad Pakistan,House,For Rent,6,5,Islamabad,"F-7, Islamabad, Islamabad Capital",24.0,F-7,600000,27/12/2022
117,Flat 42734023,E11 One Bed Unfurnished Apartment Available For Rent,Flat,For Rent,1,1,Islamabad,"E-11, Islamabad, Islamabad Capital",3.1 ,E-11,38000,23/12/2022
118,Flat 39820761,Two Bed Brand New Apartment Available For Rent,Flat,For Rent,2,2,Islamabad,"E-11, Islamabad, Islamabad Capital",4 ,E-11,55000,23/12/2022
119,Flat 42551285,One Bed Fully Furnished Apartment Available For Rent,Flat,For Rent,1,1,Islamabad,"E-11, Islamabad, Islamabad Capital",3.1 ,E-11,65000,23/12/2022
120,Flat 42460385,Warda Hamna Residencia 1 Apartment Available For Rent,Flat,For Rent,2,2,Islamabad,"G-11, Islamabad, Islamabad Capital",7.2 ,G-11,95000,23/12/2022
121,Flat 41624667,E11 Three Bedrooms Fully Luxury Apartment Available For Rent,Flat,For Rent,3,3,Islamabad,"E-11, Islamabad, Islamabad Capital",10 ,E-11,200000,23/12/2022
122,Flat 43096605,Flat Available For Rent In G-11/3 PHA Flats,Flat,For Rent,2,2,Islamabad,"G-11, Islamabad, Islamabad Capital",3.1 ,G-11,45000,23/12/2022
123,Flat 43096458,Upper Portion Available For Rent In G-11/2,Flat,For Rent,3,3,Islamabad,"G-11, Islamabad, Islamabad Capital",9 ,G-11,200000,23/12/2022
124,Flat 43095735,2 Flat available for rent in phase 5b for office and bachelor,Flat,For Rent,2,2,Islamabad,"Ghauri Town, Islamabad, Islamabad Capital",2 ,Ghauri Town,22000,23/12/2022
125,Flat 43095618,Lavish Furnished Apartment In Tariq Heights F-11 Islamabad,Flat,For Rent,3,3,Islamabad,"F-11, Islamabad, Islamabad Capital",14.2 ,F-11,300000,23/12/2022
126,Flat 42923680,Exceptional Apartment Tariq Heights F-11 Islamabad,Flat,For Rent,3,3,Islamabad,"F-11, Islamabad, Islamabad Capital",11.8 ,F-11,200000,23/12/2022
127,Flat 42786501,Book A 1658 Square Feet Flat In Elysium Mall,Flat,For Rent,2,2,Islamabad,"Blue Area, Islamabad, Islamabad Capital",7.4 ,Blue Area,300000,23/12/2022
128,Flat 42281095,Elegant Furnished Apartment For Rent In Elysium Mall Islamabad,Flat,For Rent,2,2,Islamabad,"Blue Area, Islamabad, Islamabad Capital",7.4 ,Blue Area,400000,23/12/2022
129,Flat 42430945,One Bedroom Apartment Available For Rent In Defence Residency Dha-2 Islamabad,Flat,For Rent,1,1,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",3.8 ,DHA Defence,28000,23/12/2022
130,Flat 43093360,A Flat For Rent,Flat,For Rent,2,2,Islamabad,"GT Road, Islamabad, Islamabad Capital",4.2 ,GT Road,33000,23/12/2022
131,Flat 43091863,Brand New Furnished 3 Beds Apartment For Rent In The Centaurus.,Flat,For Rent,4,3,Islamabad,"F-8, Islamabad, Islamabad Capital",14.2 ,F-8,600000,23/12/2022
132,Flat 43091661,Fully Furnished 2 Beds Corner Apartment For Rent In The Centaurus.,Flat,For Rent,3,2,Islamabad,"F-8, Islamabad, Islamabad Capital",10 ,F-8,500000,23/12/2022
133,Flat 43091002,Gorgeous 602 Square Feet Flat For rent Available In Al-Ghurair Giga - Block 12,Flat,For Rent,1,1,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",2.7 ,DHA Defence,22000,23/12/2022
134,Flat 43091112,2 bed giga facing furnished luxury flat for rent in atrium plaza  zaraj housing society Islamabad,Flat,For Rent,2,2,Islamabad,"Zaraj Housing Scheme, Islamabad, Islamabad Capital",7.3 ,Zaraj Housing Scheme,90000,23/12/2022
135,Flat 43090973,2 bed luxury flat for rent  in zaraj housing society Islamabad,Flat,For Rent,2,2,Islamabad,"Zaraj Housing Scheme, Islamabad, Islamabad Capital",3.8 ,Zaraj Housing Scheme,36000,23/12/2022
136,Flat 43090880,2 Bed Giga Facing Luxury Flat For Rent In Atrium Plaza Zaraj Housing Society Islamabad,Flat,For Rent,2,2,Islamabad,"Zaraj Housing Scheme, Islamabad, Islamabad Capital",6 ,Zaraj Housing Scheme,50000,23/12/2022
137,Flat 43090809,2 Bed Giga Facing Furnished Luxury Flat For Rent In Rania Heights Zaraj Housing Society Islamabad,Flat,For Rent,2,2,Islamabad,"Zaraj Housing Scheme, Islamabad, Islamabad Capital",3.8 ,Zaraj Housing Scheme,60000,23/12/2022
138,Flat 43090689,4 Bed Luxury Flat For Rent  In Lignum Tower Islamabad,Flat,For Rent,5,4,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",14.7 ,DHA Defence,75000,23/12/2022
139,Flat 42256518,"2 Bedrooms Apartment , Fully Furnished",Flat,For Rent,2,2,Islamabad,"E-11, Islamabad, Islamabad Capital",4 ,E-11,95000,23/12/2022
140,Flat 41781633,Elysium Tower Opposite Centaurus Mall 1 Bed Fully Furnished Apartment,Flat,For Rent,1,1,Islamabad,"Blue Area, Islamabad, Islamabad Capital",4.3 ,Blue Area,200000,23/12/2022
141,Flat 43089532,804 Square Feet Flat Situated In DHA Defence Phase 2 For rent,Flat,For Rent,1,2,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",3.6 ,DHA Defence,35000,23/12/2022
