,Property_ID,Property_Name,Property_Type,Property_Purpose,Baths,Bedrooms,City,Property_Location,Area,Area_Name,Properity_Price,Date_Added
15,Flat 42981560,Ready To Move One Bed Luxury Apartment On Installment Plan In Bahria Town,Flat,For Sale,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.3 ,Bahria Town,7600000,28/12/2022
16,Flat 43172398,Under Contraction Studio Apartments On 9 Months Installments,Flat,For Sale,1,-,Lahore,"Bahria Town, Lahore, Punjab",1.8 ,Bahria Town,4800000,28/12/2022
17,Flat 43192621,2 BED Apartment Available ON Easy Instalment Plan In Bahria Town Lahore.,Flat,For Sale,2,2,Lahore,"Bahria Town, Lahore, Punjab",3.6 ,Bahria Town,10000000,41 minutes
18,Flat 43192561,Apartment Available ON Easy Investment Plan In Bahria Town Lahore.,Flat,For Sale,2,2,Lahore,"Bahria Town, Lahore, Punjab",2.8 ,Bahria Town,8000000,45 minutes
19,Flat 43192414,DOUBLE STORY UNIT Apartment Available ON Easy Investment Plan In Bahria Town Lahore.,Flat,For Sale,3,3,Lahore,"Bahria Town, Lahore, Punjab",9.8 ,Bahria Town,40000000,53 minutes
20,Flat 43192169,2 bed Apartment Available ON Easy Instalment Plan In Bahria Town Lahore.,Flat,For Sale,2,2,Lahore,"Bahria Town, Lahore, Punjab",3.6 ,Bahria Town,10000000,1 hour
21,Flat 43192164,ONE BED Available ON Easy Instalment Plan In Bahria Town Lahore.,Flat,For Sale,1,1,Lahore,"Bahria Town, Lahore, Punjab",1.8 ,Bahria Town,5000000,1 hour
22,Flat 43192154,10 Marla Brand New 3rd Floor Flat For Sale With Basement Parking.,Flat,For Sale,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,30000000,1 hour
23,Flat 43192080,10 Marla Brand New 3rd Floor Flat For Sale With Basement Parking.,Flat,For Sale,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,30000000,1 hour
24,Flat 43088746,950 Square Feet Flat In Bahria Orchard Phase 4 - Block G5 Is Available,Flat,For Sale,-,-,Lahore,"Bahria Orchard, Lahore, Punjab",4.2 ,Bahria Orchard,4900000,1 hour
25,House 43040385,Leads Proudly Offer 1 Kanal Brand New Modern Design Bungalow For Sale In Dha Phase 6,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,80000000,28/12/2022
26,House 43189223,1 Kanal Brand New Spanish House For Sale In Wapda Town Hot Location Near Park Main Boulevard Solid Construction,House,For Sale,6,6,Lahore,"Wapda Town, Lahore, Punjab",20.0,Wapda Town,80000000,28/12/2022
27,House 43040068,1 Kanal Brand New Elegant Dream Villa Modern Design For Sale In Phase 6,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,70000000,28/12/2022
28,House 43165712,LEADS OFFER 5 MARLA MODERN DESIGN HOUSE FOR SALE IN DHA 9 TOWN,House,For Sale,4,3,Lahore,"DHA Defence, Lahore, Punjab",5 ,DHA Defence,20000000,28/12/2022
29,House 43188665,Best Options For House Is Available For Sale In Dha Phase 6,House,For Sale,8,7,Lahore,"DHA Defence, Lahore, Punjab",40.0,DHA Defence,330000000,28/12/2022
30,House 43192256,1 Kanal Brand New Modern Design Bungalow For Sale At Prime Location Of DHA,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,80000000,1 hour
31,House 42742888,SUPPER LUXURIOUS SPANISH BRAND NEW 5 MARLA HOUSE FOR SALE IN DHA PHASE 9 TOWN,House,For Sale,5,3,Lahore,"DHA Defence, Lahore, Punjab",5 ,DHA Defence,20000000,1 hour
32,House 43057101,1 Kanal House For Sale In L Block DHA Phase 5 Defence Lahore.,House,For Sale,7,6,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,130000000,1 hour
33,House 37687537,1 Kanal Most Beautiful Design Bungalow For Sale At Prime Location Of Dha,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,60000000,28/12/2022
34,House 43179514,Prime Location 8 Marla House For sale In Lahore,House,For Sale,6,5,Lahore,"Bahria Town, Lahore, Punjab",8 ,Bahria Town,40000000,28/12/2022
35,House 43116095,3.25 Marla Triple Storey Facing Park House Available For Sale In Canal Garden,House,For Sale,4,4,Lahore,"Canal Garden, Lahore, Punjab",3.3 ,Canal Garden,20000000,23 minutes
36,House 41903666,Dha Phase 5 kanal house Fully Basement For sale ( Slightly used),House,For Sale,7,7,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,90000000,34 minutes
37,House 41476090,10 Marla Slightly Use House For Sale In Punjab Coop Housing Society Lahore Block C,House,For Sale,5,4,Lahore,"Punjab Coop Housing Society, Lahore, Punjab",10 ,Punjab Coop Housing Society,40000000,17 minutes
38,House 39741585,5 Marla Top Location House For Sale In Punjab Coop Housing Society,House,For Sale,4,3,Lahore,"Punjab Coop Housing Society, Lahore, Punjab",5 ,Punjab Coop Housing Society,20000000,18 minutes
39,House 41495725,10 Marla Modern Bungalow For Sale In Punjab Coop Housing Society Lahore Cantt,House,For Sale,6,4,Lahore,"Punjab Coop Housing Society, Lahore, Punjab",10 ,Punjab Coop Housing Society,40000000,18 minutes
40,House 40813725,5 Marla House For Sale D Block,House,For Sale,4,3,Lahore,"Punjab Coop Housing Society, Lahore, Punjab",5 ,Punjab Coop Housing Society,20000000,19 minutes
41,House 42895102,Brand New 10 Marla Spanish Design House For Sale In Punjab Society Block A,House,For Sale,5,4,Lahore,"Punjab Coop Housing Society, Lahore, Punjab",10 ,Punjab Coop Housing Society,50000000,32 minutes
42,House 42979472,House For sale In Beautiful Punjab University Society Phase 2,House,For Sale,5,5,Lahore,"Punjab University Employees Society, Lahore, Punjab",10 ,Punjab University Employees Society,40000000,9 minutes
43,House 42979473,Become Owner Of Your House Today Which Is Centrally Located In Punjab University Society Phase 2 In Lahore,House,For Sale,3,3,Lahore,"Punjab University Employees Society, Lahore, Punjab",5 ,Punjab University Employees Society,20000000,9 minutes
44,House 42979474,Ideally Located House For sale In Punjab University Society Phase 2 Available,House,For Sale,3,3,Lahore,"Punjab University Employees Society, Lahore, Punjab",5 ,Punjab University Employees Society,20000000,11 minutes
45,House 40401784,10 Marla  Double Unit House For Sale Punjab Cooperative Housing Society,House,For Sale,6,4,Lahore,"Punjab Coop Housing Society, Lahore, Punjab",10 ,Punjab Coop Housing Society,40000000,12 minutes
46,House 40247634,5 Marla House For Sale D Block,House,For Sale,4,3,Lahore,"Punjab Coop Housing Society, Lahore, Punjab",5 ,Punjab Coop Housing Society,20000000,12 minutes
47,House 42979475,House Of 5 Marla In Punjab University Society Phase 2 For sale,House,For Sale,3,3,Lahore,"Punjab University Employees Society, Lahore, Punjab",5 ,Punjab University Employees Society,20000000,14 minutes
48,House 43193068,5 Marla Brand New House For Sale,House,For Sale,5,3,Lahore,"DHA Defence, Lahore, Punjab",5 ,DHA Defence,20000000,14 minutes
49,House 42611835,Brand New 10 Marla Vip House Triple Storey Luxury Spanish Latest Modem Style With Genuine Pictures Near Wapda Town In Tariq Garden Lahore By Fast Property Services.,House,For Sale,6,7,Lahore,"Wapda Town, Lahore, Punjab",10 ,Wapda Town,50000000,14 minutes
50,House 42998699,4 Kanal Commercial House For Rent In Gulberg 23 Bed Rooms,House,For Rent,6,11,Lahore,"Gulberg, Lahore, Punjab",80.0,Gulberg,1000000,28/12/2022
51,House 43179884,2 Kanal Commercial House For Rent At Prime Location Of Gulberg,House,For Rent,-,-,Lahore,"Gulberg, Lahore, Punjab",40.0,Gulberg,400000,28/12/2022
52,House 43160447,2 Kanal House Fully Furnished At Heart Of Dha Facing Park For Rent In Phase 3 Lahore,House,For Rent,6,6,Lahore,"DHA Defence, Lahore, Punjab",40.0,DHA Defence,800000,28/12/2022
53,House 43164071,BRAND NEW KANAL MODERN STYLE HOUSE AVAILABLE FOR RENT,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,400000,1 day
54,House 43159744,4 Kanal Commercial House For Rent Main Boulevard Gulberg Iii Lahore,House,For Rent,-,-,Lahore,"Gulberg, Lahore, Punjab",80.0,Gulberg,1500000,1 day
55,House 42948445,Dha Phase 7.1 Kanal Brand New House  For Rent,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,500000,28/12/2022
56,House 43175274,12  Marla House Available On Rent In Sahaafi Colony Harbananspura,House,For Rent,3,3,Lahore,"Lahore Press Club Housing Scheme, Lahore, Punjab",12 ,Lahore Press Club Housing Scheme,40000,28/12/2022
57,House 43161153,22 Marla Out of Market Brand New Luxury Bungalow Gas Available Near Park & Market,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,400000,1 day
58,House 43161159,5 Marla Italian Designed House In Paraogn City Lahore,House,For Rent,4,3,Lahore,"Paragon City, Lahore, Punjab",5 ,Paragon City,52000,1 day
59,House 41205052,1 Kanal Ultra Modern Designer Bungalow Available For Rent,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,300000,1 day
60,House 42798025,1 Kanal beautifully designed house for rent in DHA phase 6,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,300000,28/12/2022
61,House 43046252,10 MARLA 3 BED HOUSE FOR RENT,House,For Rent,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,85000,28/12/2022
62,House 43134807,Estate Experts Offer 1 Kanal House For Rent DHA Phase,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,300000,40 minutes
63,House 43027210,Cantt Properties Offer 1 Kanal House With Basement For Rent In DHA Phase 7,House,For Rent,6,6,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,200000,28/12/2022
64,House 43190571,Full house kanal 180000,House,For Rent,4,3,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,200000,28/12/2022
65,House 43159315,"Beautiful Corner 17-marla, Corner Bungalow Near Park For Rent In Model Town",House,For Rent,7,6,Lahore,"Model Town, Lahore, Punjab",17 ,Model Town,200000,28/12/2022
66,House 43189396,10 Marla House For Rent in DHA Phase 6 Lahore,House,For Rent,5,4,Lahore,"DHA Defence, Lahore, Punjab",10 ,DHA Defence,200000,28/12/2022
67,House 42979476,House Of 5 Marla For rent In Punjab University Society Phase 2,House,For Rent,3,3,Lahore,"Punjab University Employees Society, Lahore, Punjab",5 ,Punjab University Employees Society,58000,14 minutes
68,House 42979477,Highly-Desirable House Available In Punjab University Society Phase 2 For rent,House,For Rent,5,5,Lahore,"Punjab University Employees Society, Lahore, Punjab",7 ,Punjab University Employees Society,89000,16 minutes
69,House 42979478,A 10 Marla House Is Up For Grabs In Punjab University Employees Society,House,For Rent,5,5,Lahore,"Punjab University Employees Society, Lahore, Punjab",10 ,Punjab University Employees Society,200000,16 minutes
70,House 35015444,1 Kanal House At 80 Fit Road For Commercial Or Residential Best For Every Things Wapda Town Lahore Silent Office Or Hospital Multinational Company Banks And Departmental Stores Etc,House,For Rent,4,4,Lahore,"Wapda Town, Lahore, Punjab",20.0,Wapda Town,400000,19 minutes
71,House 43192688,1 Kanal House For Rent In DHA Phase 6 DHA Lahore,House,For Rent,5,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,300000,39 minutes
72,House 42926992,10 Marla Beautiful House Available For Rent At Prime Location Of Gulshan E Ravi Lahore.,House,For Rent,4,3,Lahore,"Gulshan-e-Ravi, Lahore, Punjab",10 ,Gulshan-e-Ravi,70000,41 minutes
73,House 43192619,2 kanal brand new designer house,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",40.0,DHA Defence,800000,43 minutes
74,House 43192582,1 Kanal House For Rent In DHA Phase 6 DHA Lahore,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,300000,44 minutes
75,Flat 43168241,Brand New12 Marla 4 Bed Flat For Rent Askari 11 Lahore,Flat,For Rent,5,4,Lahore,"Askari, Lahore, Punjab",12 ,Askari,95000,28/12/2022
76,Flat 43168461,Fully Furnished 1st Floor Brand New Flat For Rent Rs35000/,Flat,For Rent,1,1,Lahore,"Bedian Road, Lahore, Punjab",3 ,Bedian Road,35000,28/12/2022
77,Flat 20370036,Brand New 3 Bed Flat For Rent Askari 11 Lahore,Flat,For Rent,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,75000,28/12/2022
78,Flat 43045490,Beautiful 4 Bedrooms Luxury Apartment is Available for Rent In Askri 11 Lahore,Flat,For Rent,5,4,Lahore,"Askari, Lahore, Punjab",13 ,Askari,78000,28/12/2022
79,Flat 43051050,New Design 10 Marla Apartment For Rent In Askari 11 Lahore.,Flat,For Rent,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,85000,28/12/2022
80,Flat 39863492,Flat Apartment For Rent In Sheranwala Heights Canal Bank Road Lahore,Flat,For Rent,2,2,Lahore,"Main Canal Bank Road, Lahore, Punjab",4 ,Main Canal Bank Road,45000,27/12/2022
81,Flat 43110366,"04 Bed Special 13 Marla, New Flat",Flat,For Rent,5,4,Lahore,"Askari, Lahore, Punjab",14 ,Askari,93000,1 day
82,Flat 43083472,1st Floor With Gas Brand New Apartment for Rent in Askari 11 Sector B,Flat,For Rent,4,3,Lahore,"Askari, Lahore, Punjab",11 ,Askari,80000,26/12/2022
83,Flat 42429396,0ne bed flat for rent brand new near to park school and market,Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.3 ,Bahria Town,48000,23/12/2022
84,Flat 41369133,1 Bed Fully Furnished Apartment For Rent in Sector D Bahria Town Lahore,Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.2 ,Bahria Town,35000,1 week
85,Flat 43103564,1 Bed Furnished flat available In Sector D Bahria Town,Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.2 ,Bahria Town,30000,1 hour
86,Flat 43103561,2 Bed Furnished Flat Available In Sector F Bahria Town,Flat,For Rent,2,2,Lahore,"Bahria Town, Lahore, Punjab",3.3 ,Bahria Town,75000,1 hour
87,Flat 43026693,One Bed Furnished Flat Available For Rent In Sector C,Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.6 ,Bahria Town,45000,28/12/2022
88,Flat 43186947,3 Beds with Gas Good Location Apartment for Rent in Askari 11,Flat,For Rent,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,67000,28/12/2022
89,Flat 43175871,Stunning and affordable Flat available for rent in Askari 11 - Sector B Apartments,Flat,For Rent,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,70000,28/12/2022
90,Flat 43185211,Brand New Ground Floor Super luxury Beautiful Three Bed Flat Available for Rent,Flat,For Rent,3,3,Lahore,"Askari, Lahore, Punjab",10.5 ,Askari,200000,28/12/2022
91,Flat 43167808,1 BED LUXURY APARMENT FOR RENT IN NISHTER BLOCK BAHRIA TOWN LAHORE,Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.4 ,Bahria Town,44000,28/12/2022
92,Flat 43160374,7th Floor Brand New Excellent View Apartment for Rent at Reasonable Price,Flat,For Rent,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,77000,28/12/2022
93,Flat 43160282,Facing Park 3 Beds 10 Marla Open Location Apartment for Rent in Askari 11,Flat,For Rent,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,72000,28/12/2022
94,Flat 43160367,3 Beds 10 Marla VIP Location Apartment for Rent in Askari 11,Flat,For Rent,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,68000,28/12/2022
95,Flat 43165624,Facing Park 3 Beds 10 Marla Open Location Apartment for Rent in Askari 11,Flat,For Rent,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,73000,28/12/2022
96,Flat 43191566,10 Marla Apartment For Rent,Flat,For Rent,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,70000,28/12/2022
97,Flat 22966754,5 Marla 2 Bed Flat For Rent In Askari 11 Rs 33000,Flat,For Rent,2,2,Lahore,"Askari, Lahore, Punjab",5 ,Askari,33000,28/12/2022
98,Flat 21051850,3 Bed Flat For Rent Askari 11 Lahore,Flat,For Rent,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,80000,28/12/2022
99,Flat 30224106,Brand New 3 Bed Flat For Rent Askari 11 Lahore,Flat,For Rent,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,70000,28/12/2022
100,Flat 42766424,1 Bed Executive Apartment For Sale In Dha 5,Flat,For Sale,1,1,Lahore,"DHA Defence, Lahore, Punjab",4.9 ,DHA Defence,30000000,26/12/2022
101,Flat 42623268,One Bed Apartment In The Sq Mall Booking Starting From 5lac Only -,Flat,For Sale,1,1,Lahore,"Bahria Orchard, Lahore, Punjab",2.8 ,Bahria Orchard,8300000,26/12/2022
102,Flat 43119640,5 Marla Brand Second Floor Villa For Sale,Flat,For Sale,1,2,Lahore,"Bahria Orchard, Lahore, Punjab",5 ,Bahria Orchard,4500000,25/12/2022
103,Flat 42626046,3 Bed Apartment In The Sq Mall Booking Starting From 5lac Only -,Flat,For Sale,3,3,Lahore,"Bahria Orchard, Lahore, Punjab",8.4 ,Bahria Orchard,30000000,24/12/2022
104,Flat 42593940,Down Town Hotel And Residences Apartment 1st Floor 325 Sq. Ft. 1 Bed,Flat,For Sale,1,1,Lahore,"Gulberg, Lahore, Punjab",1.4 ,Gulberg,20000000,24/12/2022
105,Flat 42866828,2 Bed Luxury Furnished Apartment For Sale On Easy Installment Plan For Sale in Beach Resort Raiind road Lahore,Flat,For Sale,2,2,Lahore,"Raiwind Road, Lahore, Punjab",3.4 ,Raiwind Road,20000000,1 day
106,Flat 30224074,10 Marla 3 Bed Brand New Flat For Sale Askari 11 Lahore,Flat,For Sale,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,30000000,28/12/2022
107,Flat 43189597,10 Marla 3 Bedrooms Apartment Available For Sale In Sector F Askari 10 Lahore Cantt,Flat,For Sale,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,40000000,28/12/2022
108,Flat 43172400,Waterfall By Alif Holdings Apartments On Installments,Flat,For Sale,2,2,Lahore,"Raiwind Road, Lahore, Punjab",4.9 ,Raiwind Road,20000000,28/12/2022
109,Flat 42058211,Brand new flat for sale,Flat,For Sale,3,3,Lahore,"Askari, Lahore, Punjab",11 ,Askari,40000000,28/12/2022
110,Flat 42609842,Fully Furnished Luxurious Apartment On Easy Installments,Flat,For Sale,1,-,Lahore,"Bahria Town, Lahore, Punjab",1.3 ,Bahria Town,4600000,28/12/2022
111,Flat 42459981,540 Square Feet Apartment For Sale In Sector C Bahria Town Lahore,Flat,For Sale,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.4 ,Bahria Town,7200000,28/12/2022
112,Flat 42664008,1 Bed Luxury Apartments Available For Sale On 2.5 Years Easy Installment Plan In Bahria Town Lahore,Flat,For Sale,1,1,Lahore,"Bahria Town, Lahore, Punjab",1.7 ,Bahria Town,5000000,28/12/2022
113,Flat 43088745,Buying A Flat In Lahore?,Flat,For Sale,-,-,Lahore,"Bahria Orchard, Lahore, Punjab",4.2 ,Bahria Orchard,4900000,1 hour
114,Flat 43192043,10 Marla Brand New 3rd Floor Flat For Sale With Basement Parking.,Flat,For Sale,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,30000000,1 hour
115,Flat 43191982,10 Marla Brand New 3rd Floor Flat For Sale With Basement Parking.,Flat,For Sale,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,30000000,1 hour
116,Flat 42537788,Flat Of 1155 Square Feet For Sale In Bahria Orchard Phase 4 - Block G2,Flat,For Sale,2,2,Lahore,"Bahria Orchard, Lahore, Punjab",5.1 ,Bahria Orchard,9900000,1 hour
117,Flat 42537789,Best Options For Flat Is Available For Sale In Bahria Orchard Phase 4 - Block G2,Flat,For Sale,2,2,Lahore,"Bahria Orchard, Lahore, Punjab",5.1 ,Bahria Orchard,9600000,1 hour
118,Flat 42537791,Sale A Flat In Lahore Prime Location,Flat,For Sale,1,1,Lahore,"Bahria Orchard, Lahore, Punjab",2.2 ,Bahria Orchard,4800000,1 hour
119,Flat 42537793,Buy Your Ideal 498 Square Feet Flat In A Prime Location Of Lahore,Flat,For Sale,1,1,Lahore,"Bahria Orchard, Lahore, Punjab",2.2 ,Bahria Orchard,4800000,1 hour
120,Flat 43191807,PENT HOUSE Apartment Available ON Easy Investment Plan In Bahria Town Lahore.,Flat,For Sale,2,3,Lahore,"Bahria Town, Lahore, Punjab",19 ,Bahria Town,70000000,28/12/2022
121,House 42973239,5 Marla Brand New House For Sale In Dha 9 Town Lahore,House,For Sale,4,3,Lahore,"DHA Defence, Lahore, Punjab",5 ,DHA Defence,30000000,28/12/2022
122,House 41914537,1 Kanal Brand New Modern Bungalow For Sale In Phase 6 Dha,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,80000000,28/12/2022
123,House 43162775,LEADS PROUDLY OFFER 1 KANAL BRAND NEW SPANISH DESIGN BUNGLOW FOR SALE IN DHA PHASE 6,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,90000000,28/12/2022
124,House 40511617,Corner House 5 Marla Luxury House For Sale In Dha 9 Town,House,For Sale,4,3,Lahore,"DHA Defence, Lahore, Punjab",5 ,DHA Defence,20000000,28/12/2022
125,House 43187723,Double Unit With Separate Entrance 1 Kanal Used Owner Built Bungalow,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,60000000,28/12/2022
126,House 43178122,Get In Touch Now To Buy A House In Al-Hamd Park Al-Hamd Park,House,For Sale,2,2,Lahore,"Al-Hamd Park, Lahore, Punjab",3 ,Al-Hamd Park,9200000,28/12/2022
127,House 43152268,Get In Touch Now To Buy A House In Bahria Nasheman - Zinia Lahore,House,For Sale,4,3,Lahore,"Bahria Nasheman, Lahore, Punjab",6 ,Bahria Nasheman,20000000,28/12/2022
128,House 43155360,"1 Kanal House available for sale in Askari 10 - Sector C, Lahore",House,For Sale,6,5,Lahore,"Askari, Lahore, Punjab",20.0,Askari,80000000,28/12/2022
129,House 43157735,3.5 Marla House Is Available For Sale In Marghzar Officers Colony Lahore,House,For Sale,3,3,Lahore,"Marghzar Officers Colony, Lahore, Punjab",3.5 ,Marghzar Officers Colony,20000000,28/12/2022
130,House 40989906,2 Years Used Full Furnished Phase 6 House Available,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,80000000,28/12/2022
131,House 42222594,Dha Phase 2 - Block Q Kanal House For Sale,House,For Sale,4,4,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,70000000,35 minutes
132,House 42035421,Dha Phase 4 - Block AA 10 Marla Used House For Sale,House,For Sale,4,4,Lahore,"DHA Defence, Lahore, Punjab",10 ,DHA Defence,50000000,35 minutes
133,House 42827256,Brand New Sami Furnished House For Sale in DHA Lahore,House,For Sale,5,3,Lahore,"DHA Defence, Lahore, Punjab",5 ,DHA Defence,30000000,45 minutes
134,House 43185388,3 Marla Single Story House Is Available For Sale In Jubilee Town - Block C,House,For Sale,2,2,Lahore,"Jubilee Town, Lahore, Punjab",3 ,Jubilee Town,8500000,1 hour
135,House 41140824,Full Basement Full Furnished Brand New Top Class Palace,House,For Sale,7,6,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,100000000,28/12/2022
136,House 43002854,10 Marla House Al Amin Society Phase 1,House,For Sale,6,5,Lahore,"Bedian Road, Lahore, Punjab",10 ,Bedian Road,30000000,28/12/2022
137,House 41918459,Original Pics Slightly Used Owner Needy House,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,80000000,28/12/2022
138,House 38269196,1 Kanal Brand New Type Used House With Latest Modern Style Design  Available In Abdalians Society Johar Town Phase 2 Lahore.,House,For Sale,6,6,Lahore,"Johar Town, Lahore, Punjab",20.0,Johar Town,70000000,15 minutes
139,House 39793282,Model Town Link Road 4500 Square Feet House Up For Sale,House,For Sale,6,10,Lahore,"Model Town, Lahore, Punjab",20.0,Model Town,70000000,16 minutes
140,House 41704430,Brand New 14 Marla Luxury Modern Style Spanish Style  Latest Design Personal Construction House Double Storey Well Hot Location  Sale By Fast Property Services,House,For Sale,6,6,Lahore,"Johar Town, Lahore, Punjab",14 ,Johar Town,60000000,16 minutes
